Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,P5.00,TerminalBlock_bornier-4_P5.08mm,81.28,-101.6,-90.0,top
J2,P5.00,TerminalBlock_bornier-4_P5.08mm,105.156,-95.25,180.0,top
J3,P5.00,TerminalBlock_bornier-4_P5.08mm,131.826,-95.25,180.0,top
J4,P5.00,TerminalBlock_bornier-4_P5.08mm,105.1052,-107.9754,0.0,top
J5,P5.00,TerminalBlock_bornier-4_P5.08mm,131.826,-107.95,0.0,top
